Parent,Total Testfiles,Total Deleted Testfiles,Deleted Testfiles,Total Preserved Testfiles,Computed Final Budget,Algorithm_FAST++_Total Detected Deleted Testfiles,Algorithm_FAST++_Total Failed To Detect Deleted Testfiles,Algorithm_FAST++_Detected Testfiles Line No,Algorithm_FAST++_Detected Testfiles,Algorithm_FAST++_Failed Detected Testfiles,Algorithm_FAST++_False Detected Testfiles Line No,Algorithm_FAST++_False Detected Testfiles,Algorithm_FAST++_Total Detected Deleted And Obsolete Tests,Algorithm_FAST++_Total Detected Deleted And Redundant Tests,Algorithm_FAST++_Max_repetition,Algorithm_FAST++_Total execution time,Algorithm_FAST++_Total preparation time,Algorithm_FAST++_Optimal execution time,Algorithm_FAST++_Optimal preparation time,Algorithm_FAST-all_Total Detected Deleted Testfiles,Algorithm_FAST-all_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-all_Detected Testfiles Line No,Algorithm_FAST-all_Detected Testfiles,Algorithm_FAST-all_Failed Detected Testfiles,Algorithm_FAST-all_False Detected Testfiles Line No,Algorithm_FAST-all_False Detected Testfiles,Algorithm_FAST-all_Total Detected Deleted And Obsolete Tests,Algorithm_FAST-all_Total Detected Deleted And Redundant Tests,Algorithm_FAST-all_Max_repetition,Algorithm_FAST-all_Total execution time,Algorithm_FAST-all_Total preparation time,Algorithm_FAST-all_Optimal execution time,Algorithm_FAST-all_Optimal preparation time,Algorithm_FAST-CS_Total Detected Deleted Testfiles,Algorithm_FAST-CS_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-CS_Detected Testfiles Line No,Algorithm_FAST-CS_Detected Testfiles,Algorithm_FAST-CS_Failed Detected Testfiles,Algorithm_FAST-CS_False Detected Testfiles Line No,Algorithm_FAST-CS_False Detected Testfiles,Algorithm_FAST-CS_Total Detected Deleted And Obsolete Tests,Algorithm_FAST-CS_Total Detected Deleted And Redundant Tests,Algorithm_FAST-CS_Max_repetition,Algorithm_FAST-CS_Total execution time,Algorithm_FAST-CS_Total preparation time,Algorithm_FAST-CS_Optimal execution time,Algorithm_FAST-CS_Optimal preparation time,Algorithm_FAST-pw_Total Detected Deleted Testfiles,Algorithm_FAST-pw_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-pw_Detected Testfiles Line No,Algorithm_FAST-pw_Detected Testfiles,Algorithm_FAST-pw_Failed Detected Testfiles,Algorithm_FAST-pw_False Detected Testfiles Line No,Algorithm_FAST-pw_False Detected Testfiles,Algorithm_FAST-pw_Total Detected Deleted And Obsolete Tests,Algorithm_FAST-pw_Total Detected Deleted And Redundant Tests,Algorithm_FAST-pw_Max_repetition,Algorithm_FAST-pw_Total execution time,Algorithm_FAST-pw_Total preparation time,Algorithm_FAST-pw_Optimal execution time,Algorithm_FAST-pw_Optimal preparation time
da462abca016b80ce42e4cb3523e3eb3522a559f,286,1,['src/test/java/org/apache/commons/math/exception/util/MessageFactoryTest.java'],285,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
6463532544ea30ce8605a0ad689fb53a30567493,271,1,['src/mantissa/tests-src/org/spaceroots/mantissa/fitting/AbstractCurveFitterTest.java'],270,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
dc115509c871b36a9bda8af3d6655dc5869d7078,31,1,['src/test/org/apache/commons/math/RealSolverTest.java'],30,96,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
bdd6bc4d134f63e72aef5d071524fb33cccb660e,408,1,['commons-math-legacy/src/test/java/org/apache/commons/math4/legacy/optim/nonlinear/scalar/noderiv/SimplexOptimizerHedarFukushimaTest.java'],407,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
35378d9c4a3a656b881e77fb405fabd22f7803eb,465,1,['src/test/java/org/apache/commons/math4/complex/ComplexFieldTest.java'],464,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
960ba5322beb3b0c26b71fb06b0e3131122a8a0d,416,1,['src/test/java/org/apache/commons/math4/ml/neuralnet/MapUtilsTest.java'],415,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
5ae0852fe0ca0f0b9590ee7f86994ff00ed1124a,211,1,['src/test/org/apache/commons/math/stat/descriptive/DescriptiveStatisticsAbstractTest.java'],210,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
7ae8c7ac46f979891af3cca3d1c52ca984125002,416,1,['src/test/java/org/apache/commons/math4/ml/clustering/initialization/CentroidInitializerTest.java'],415,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
04bbc3fccff35d8092709e557ebf9ad88ad1dea8,284,1,['src/test/java/org/apache/commons/math/optimization/fitting/ParametricGaussianFunctionTest.java'],283,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
7538855855007bc0e2077fcc1b2bfe51bff1dec7,84,1,['src/experimental/org/apache/commons/math/util/BeanTransformerTest.java'],83,98,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
15aac108f19c9a81edaaea3a08b370f4df0012fc,84,1,['src/test/org/apache/commons/math/util/FixedDoubleArrayTest.java'],83,98,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
d171e7dd17441b60b00960eef69f09f3b0ca89c3,306,1,['src/test/java/org/apache/commons/math/exception/MathRuntimeExceptionTest.java'],305,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
471d4d60dc21fbccb8c6b4616a00238c245f78f6,467,40,"['src/test/java/org/apache/commons/math4/geometry/euclidean/twod/DiskGeneratorTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/hull/ConvexHullGenerator2DAbstractTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/IntervalTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/oned/S1PointTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/twod/S2PointTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/Cartesian2DTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/oned/ArcTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/Euclidean3DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/OrientedPointTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/SubLineTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/Vector1DFormatAbstractTest.java', 'src/test/java/org/apache/commons/math4/geometry/partitioning/CharacterizationTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/oned/Sphere1Test.java', 'src/test/java/org/apache/commons/math4/geometry/enclosing/WelzlEncloser3DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/hull/MonotoneChainTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/oned/LimitAngleTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/twod/CircleTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/PlaneTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/SphereGeneratorTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/PolygonsSetTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/NestedLoopsTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/Euclidean2DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/RotationTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/Vector2DFormatAbstractTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/LineTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/Vector3DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/SphericalCoordinatesTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/Euclidean1DTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/twod/SubCircleTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/PolyhedronsSetTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/LineTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/oned/ArcsSetTest.java', 'src/test/java/org/apache/commons/math4/geometry/spherical/twod/SphericalPolygonsSetTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/SubLineTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/Cartesian1DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/SubOrientedPointTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/oned/IntervalsSetTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/Vector3DFormatAbstractTest.java', 'src/test/java/org/apache/commons/math4/geometry/enclosing/WelzlEncloser2DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/twod/SegmentTest.java']",427,91,0,40,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,40,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,40,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,40,[],[],[],[],[],0,0,0,0.0,0.0,0,0
